BioProject	id	Heterogeneous.Selection	Homogeneous.Selection	Dispersal.Limitation	Homogenizing.Dispersal	Drift.and.Others
PRJNA922564	SRR23076225	0.224702756	0.249861988	0.510479308	0	0.014955949
PRJNA922564	SRR23076227	0.158034598	0.339074344	0.494015653	0	0.008875406
PRJNA922564	SRR23076229	0.184245476	0.291557298	0.518146144	0	0.006051082
PRJNA922564	SRR23076231	0.19235991	0.305674347	0.494771481	0	0.007194262
PRJNA922564	SRR23076234	0.213003243	0.33725566	0.43704981	0	0.012691288
PRJNA922564	SRR23076236	0.222824368	0.405808862	0.361804715	0	0.009562055
PRJNA922564	SRR23076238	0.215657699	0.399471734	0.382452064	0	0.002418503
PRJNA922564	SRR23076240	0.19661044	0.473130737	0.321451749	0	0.008807074
PRJNA922564	SRR23076242	0.28567268	0.339708584	0.358801033	0	0.015817703
PRJNA922564	SRR23076245	0.195206834	0.411874338	0.382202581	0	0.010716247
PRJNA922564	SRR23076247	0.210964473	0.408288668	0.369175309	0	0.01157155
PRJNA922564	SRR23076249	0.196925812	0.447248932	0.342344352	0	0.013480904
PRJNA922564	SRR23076251	0.199766121	0.378424368	0.415561267	0	0.006248244
PRJNA922564	SRR23076253	0.189636988	0.366956149	0.434204859	0	0.009202004
PRJNA922564	SRR23076255	0.240419538	0.403224853	0.341136297	0	0.015219312
PRJNA922564	SRR23076256	0.138279092	0.368741384	0.471493021	0	0.021486503
PRJNA922564	SRR23076258	0.151160142	0.344134764	0.487317956	0	0.017387138
PRJNA922564	SRR23076260	0.360066756	0.28495268	0.341869173	0	0.013111391
PRJNA922564	SRR23076262	0.368268098	0.31866382	0.30501084	0	0.008057242
PRJNA922564	SRR23076264	0.158474894	0.232208235	0.599928434	0	0.009388437
PRJNA922564	SRR23076267	0.332113012	0.358124907	0.298775747	0	0.010986334
PRJNA922564	SRR23076269	0.24213405	0.486471372	0.263014182	0	0.008380395
PRJNA922564	SRR23076271	0.20833827	0.439552966	0.342970303	0	0.009138461
PRJNA922564	SRR23076273	0.234607365	0.262545615	0.491361845	0	0.011485176
PRJNA922564	SRR23076275	0.136441782	0.507733702	0.346712309	0	0.009112207
PRJNA922564	SRR23076276	0.125182716	0.522719554	0.34252974	0	0.00956799
PRJNA922564	SRR23076279	0.29426912	0.444094976	0.254009916	0	0.007625989
PRJNA922564	SRR23076280	0.108663298	0.465358682	0.418641594	0	0.007336426
PRJNA922564	SRR23076282	0.228560323	0.360733092	0.400964658	0	0.009741927
PRJNA926791	SRR23225667	0.117077563	0.328465397	0.384153276	0.039271602	0.131032162
PRJNA926791	SRR23225669	0.07163816	0.275765489	0.475576176	0.04324115	0.133779026
PRJNA926791	SRR23225671	0.059669957	0.253757793	0.468033703	0.027994092	0.190544455
PRJNA926791	SRR23225673	0.005869215	0.377709927	0.434593654	0.016246467	0.165580736
PRJNA926791	SRR23225675	0.012242884	0.288090219	0.515720396	0.006833531	0.17711297
PRJNA926791	SRR23225676	0.090148521	0.12904896	0.539922931	0.030126272	0.210753316
PRJNA926791	SRR23225678	0.001305703	0.199067418	0.588552338	0.03432345	0.176751092
PRJNA926791	SRR23225680	0.019312788	0.208617214	0.511323099	0.01003319	0.250713709
PRJNA926791	SRR23225682	0.02905449	0.24106596	0.474214001	0.019244113	0.236421436
PRJNA926791	SRR23225684	0.009043855	0.25957977	0.515832218	0.015622085	0.199922072
PRJNA926791	SRR23225686	0.012982364	0.173211236	0.590461173	0.029032244	0.194312983
PRJNA926791	SRR23225687	0.056834133	0.247353666	0.533631062	0.014391052	0.147790087
PRJNA926791	SRR23225689	0.040695093	0.237365018	0.523751164	0.021034612	0.177154112
PRJNA926791	SRR23225691	0.077493907	0.186008758	0.471066516	0.005915029	0.25951579
PRJNA926791	SRR23225693	0.01298485	0.207935062	0.554918544	0.026426431	0.197735113
PRJNA926791	SRR23225695	0.028457614	0.252970847	0.47298835	0.008594674	0.236988516
PRJNA926791	SRR23225697	0.012548816	0.251195094	0.40540684	0.029672871	0.301176378
PRJNA926791	SRR23225698	0.037314788	0.186624986	0.509244622	0.023327463	0.243488141
PRJNA926791	SRR23225699	0.021951003	0.203990985	0.525232198	0.016593072	0.232232742
PRJNA926791	SRR23225701	0.021097836	0.19079505	0.509848226	0.009217918	0.26904097
PRJNA926791	SRR23225702	0.021403248	0.216709673	0.504106589	0.013892825	0.243887665
PRJNA926791	SRR23225703	0.117034873	0.237046145	0.412119564	0.016169053	0.217630365
PRJNA926791	SRR23225705	0.093498631	0.332130928	0.32923114	0.011147416	0.233991885
PRJNA926791	SRR23225707	0.017279039	0.233129165	0.492028914	0.008852924	0.248709959
PRJNA926791	SRR23225710	0.012872614	0.301310287	0.427203596	0.004034284	0.254579219
PRJNA926791	SRR23225712	0.032134873	0.200799345	0.502990595	0.024068736	0.240006452
PRJNA926791	SRR23225714	0.036509095	0.115262813	0.622806438	0.013432143	0.211989511
PRJNA926791	SRR23225716	0.073297827	0.242513999	0.409350682	0.01402246	0.260815032
PRJNA926791	SRR23225718	0.05427491	0.242190884	0.516438697	0.02572621	0.161369299
PRJNA926791	SRR23225719	0.005056078	0.113868609	0.591815433	0.047355855	0.241904025
PRJNA926791	SRR23225721	0.02603591	0.344301579	0.347966963	0.011165546	0.270530002
PRJNA926791	SRR23225723	0.02905411	0.316121333	0.420147921	0.014639456	0.220037181
PRJNA926791	SRR23225725	0.020387138	0.240181794	0.526151267	0.021932296	0.191347506
PRJNA926791	SRR23225727	0.091332106	0.215988928	0.454122099	0.016795525	0.221761343
PRJNA926791	SRR23225729	0.037347344	0.189538405	0.498609606	0.021910094	0.252594551
PRJNA926791	SRR23225732	0.020624846	0.239823621	0.409683136	0.016351965	0.313516432
PRJNA926791	SRR23225734	0.01781737	0.299059877	0.355341134	0.01253552	0.315246099
PRJNA926791	SRR23225736	0.017275176	0.301956978	0.402728634	0.006631033	0.271408179
PRJNA926791	SRR23225738	0.013911378	0.151029268	0.571349465	0.020328358	0.243381532
PRJNA926791	SRR23225740	0.089410033	0.191203262	0.433737795	0.016114626	0.269534284
PRJNA926791	SRR23225741	0.020918439	0.342808535	0.319042387	0.009082137	0.308148502
